channel,t_statistic,significant
E111,-0.05097752841555313,False
E112,-0.22318534219135974,False
E113,-0.8431356594967195,False
E114,-0.7413065101541749,False
E115,-0.6881257381466386,False
E116,0.23612009849476087,False
E117,-0.7681371255621915,False
E118,0.6261684185052895,False
E119,0.7723281769457268,False
E120,-1.2975887207262389,False
E121,0.43539630809681557,False
E122,-0.22769751797636292,False
E123,0.05980017181614412,False
E124,-0.22445550935274272,False
E125,-1.784944830180039,False
E126,-0.9074611344861662,False
E127,-1.1043522255684795,False
E128,0.3370515726142459,False
E129,0.9925152915335821,False
E130,-1.627107005420639,False
E131,0.9304819381266027,False
E132,-0.9507675452230091,False
E133,0.9696028555773422,False
E134,0.40704575077190713,False
E135,0.9658638519027568,False
E136,0.7941770696744441,False
E137,-0.13302983251313064,False
E138,-0.3930081958426262,False
E139,0.0564275504729587,False
E140,-0.636819295254192,False
E141,1.377174961837391,False
E142,-0.22040742226158994,False
E143,-0.31933610499948367,False
E144,0.6644021955371893,False
E145,-0.5027925465010933,False
E146,0.9288860645466198,False
E147,-1.1944159500612928,False
E148,-0.5694425620354989,False
E149,1.7856516118253434,False
E150,0.48825704702027095,False
E151,-1.2777225003477501,False
E152,1.608787375652078,False
E153,-0.08570696639746032,False
E154,-1.0451474542770285,False
E155,-2.0213226827226856,False
E156,0.8385953884160366,False
E157,-0.7911074694244249,False
E158,1.0041573058602182,False
E159,-0.53581070914829,False
E160,1.290588121988857,False
E161,0.7397884227744721,False
E162,-0.19856003192735813,False
E163,0.7382480789592987,False
E164,0.26579190346644976,False
E165,-1.081984257521055,False
E166,0.1549596059939665,False
E167,1.1160361430555745,False
E168,0.5144813772325728,False
E169,-0.7083086026094765,False
E170,-1.4567194861767225,False
E171,0.554968017741736,False
E172,-0.864370032134367,False
E173,-1.766341347577982,False
E174,-0.6635469138615934,False
E175,0.252108575799113,False
E176,-0.23785676139304285,False
E177,-0.7210211294746354,False
E178,-0.718526268336581,False
E179,1.0681577996868092,False
E180,-0.2303614776879877,False
E181,0.769570349960126,False
E182,-0.2924016516508472,False
E183,0.2547340265922306,False
E184,0.5124851557994592,False
E185,-0.4524899624758684,False
E186,-0.9066262708376185,False
E187,-1.728570703968028,False
E188,0.30665704274070693,False
E189,0.5306900171426177,False
E190,0.8685811217350325,False
E191,1.0840097928961407,False
E192,0.7839733833944256,False
E193,-0.5828350519188287,False
E194,-1.2164402285933855,False
E195,0.4302922356473363,False
E196,0.7043968397161141,False
E197,0.8859362870798276,False
E198,0.9434061745692613,False
E199,-0.14002992936741418,False
E200,0.9039773143009348,False
E201,0.5335056423156908,False
E202,0.633990234571868,False
E203,1.1602598769716144,False
E204,-0.01912165744973795,False
E205,0.03442315263302581,False
E206,-0.3479980767707706,False
E207,1.019566046914277,False
E208,0.7238425700283079,False
E209,-0.33304289144122073,False
E210,0.45507607463738087,False
E211,0.8757894352682479,False
E212,-1.2450235686856412,False
E213,-0.2941789606975179,False
E214,0.9182128785806863,False
E215,-0.9652723054711551,False
E216,2.50107061551315,False
E217,-0.7183129920291211,False
E218,-1.159908739623288,False
E219,-0.6434371266545349,False
E220,-0.15548351031564894,False
E221,1.2728041558643353,False
E222,0.4346655730944074,False
E223,-1.1176280697793366,False
E224,3.0385502806386504,False
E225,0.4027209478751051,False
E226,-0.5478387639892094,False
E227,0.8213232951796986,False
E228,-0.03129170012627524,False
E229,0.02163098235355114,False
E230,0.6127814828544194,False
E231,-1.1647748304434105,False
E232,0.5694715776625187,False
E233,-0.9098431843778189,False
E234,-0.8263227188314082,False
E235,0.04512759941182975,False
E236,-1.3740867205787666,False
E237,-2.667528322809298,False
E238,-0.1352921110326599,False
E239,-1.10826668114788,False
E240,-2.3656442743586985,False
E241,0.8084350686610078,False
E242,2.0850480658289423,False
E243,-0.6755968865587955,False
E244,0.3847949703285845,False
E245,0.4033231683605999,False
E246,0.45335622230580913,False
E247,-0.9749695335180307,False
E248,1.5907760208967536,False
E249,-1.7138680092162755,False
E250,0.7231265057223905,False
E251,1.0858134752714619,False
E252,-3.01742767780623,False
E253,-0.41498973224413954,False
E254,-0.485499594555556,False
E255,-0.40011579049469187,False
E256,0.6875883447784235,False
