subject,channel,condition,value
sub-01,E102,post,7.8553
sub-01,E103,pre,8.0872
sub-01,E103,post,6.6896
sub-01,E104,pre,6.7762
sub-01,E104,post,8.2669
sub-01,E105,pre,7.5318
sub-01,E105,post,7.0111
sub-01,E106,pre,6.565
sub-01,E106,post,8.0599
sub-01,E107,pre,7.5012
sub-01,E107,post,6.8309
sub-01,E108,pre,6.4439
sub-01,E108,post,6.4385
sub-01,E109,pre,8.3017
sub-01,E109,post,7.1621
sub-01,E110,pre,7.823
sub-01,E110,post,8.0756
sub-01,E111,pre,8.4224
sub-01,E111,post,6.962
sub-01,E112,pre,8.4249
sub-01,E112,post,8.2586
sub-01,E113,pre,8.2707
sub-01,E113,post,8.563
sub-01,E114,pre,6.7943
sub-01,E114,post,6.8727
sub-01,E115,pre,6.5152
sub-01,E115,post,6.7535
sub-01,E116,pre,7.3905
sub-01,E116,post,8.0234
sub-01,E117,pre,6.7683
sub-01,E117,post,7.8148
sub-01,E118,pre,7.9587
sub-01,E118,post,8.8682
sub-01,E119,pre,6.8086
sub-01,E119,post,7.5197
sub-01,E120,pre,7.7648
sub-01,E120,post,6.4626
sub-01,E121,pre,8.5507
sub-01,E121,post,7.0696
sub-01,E122,pre,6.7514
sub-01,E122,post,7.8294
sub-01,E123,pre,7.6618
sub-01,E123,post,6.4692
sub-01,E124,pre,6.9898
sub-01,E124,post,7.1046
sub-01,E125,pre,8.2602
sub-01,E125,post,8.1504
sub-01,E126,pre,8.5459
sub-01,E126,post,7.0121
sub-01,E127,pre,6.9129
sub-01,E127,post,8.2856
sub-01,E128,pre,7.8522
sub-01,E128,post,6.6835
sub-01,E129,pre,6.964
sub-01,E129,post,7.6254
sub-01,E130,pre,6.5617
sub-01,E130,post,8.1888
sub-01,E131,pre,8.6773
sub-01,E131,post,7.01
sub-01,E132,pre,7.1595
sub-01,E132,post,8.8208
sub-01,E133,pre,6.9338
sub-01,E133,post,7.4073
sub-01,E134,pre,8.0157
sub-01,E134,post,6.6454
sub-01,E135,pre,7.3922
sub-01,E135,post,7.1116
sub-01,E136,pre,7.2712
sub-01,E136,post,6.8125
sub-01,E137,pre,8.1095
sub-01,E137,post,6.444
sub-01,E138,pre,6.9947
sub-01,E138,post,7.3004
sub-01,E139,pre,7.4953
sub-01,E139,post,7.8533
sub-01,E140,pre,6.9667
sub-01,E140,post,7.97
sub-01,E141,pre,6.8123
sub-01,E141,post,7.384
sub-01,E142,pre,7.0052
sub-01,E142,post,6.8924
sub-01,E143,pre,8.2801
sub-01,E143,post,8.2227
sub-01,E144,pre,7.37
sub-01,E144,post,8.0753
sub-01,E145,pre,7.3008
sub-01,E145,post,8.0669
sub-01,E146,pre,8.2895
sub-01,E146,post,8.391
sub-01,E147,pre,8.2959
sub-01,E147,post,7.5608
sub-01,E148,pre,7.7561
sub-01,E148,post,7.9344
sub-01,E149,pre,8.3628
sub-01,E149,post,6.9078
sub-01,E150,pre,7.323
sub-01,E150,post,6.8416
sub-01,E151,pre,7.5868
sub-01,E151,post,8.255
sub-01,E152,pre,7.2497
sub-01,E152,post,6.8541
sub-01,E153,pre,7.5353
sub-01,E153,post,7.8043
sub-01,E154,pre,6.9342
sub-01,E154,post,7.7403
sub-01,E155,pre,8.4472
sub-01,E155,post,8.0432
sub-01,E156,pre,6.6102
sub-01,E156,post,7.1379
sub-01,E157,pre,6.4168
sub-01,E157,post,7.3825
sub-01,E158,pre,8.7081
sub-01,E158,post,7.3122
sub-01,E159,pre,7.4529
sub-01,E159,post,6.6386
sub-01,E160,pre,6.7763
sub-01,E160,post,7.3377
sub-01,E161,pre,8.169
sub-01,E161,post,7.7839
sub-01,E162,pre,8.3367
sub-01,E162,post,7.6631
sub-01,E163,pre,8.6162
sub-01,E163,post,6.8259
sub-01,E164,pre,7.7692
sub-01,E164,post,7.0798
sub-01,E165,pre,7.8475
sub-01,E165,post,7.6592
sub-01,E166,pre,6.9031
sub-01,E166,post,7.2515
sub-01,E167,pre,8.114
sub-01,E167,post,8.203
sub-01,E168,pre,6.7573
sub-01,E168,post,6.5018
sub-01,E169,pre,7.3577
sub-01,E169,post,8.089
sub-01,E170,pre,6.7252
sub-01,E170,post,7.765
sub-01,E171,pre,6.7403
sub-01,E171,post,6.2426
sub-01,E172,pre,8.0501
sub-01,E172,post,8.3024
sub-01,E173,pre,6.93
sub-01,E173,post,8.0137
sub-01,E174,pre,6.9106
sub-01,E174,post,7.953
sub-01,E175,pre,7.1718
sub-01,E175,post,7.9635
sub-01,E176,pre,8.3641
sub-01,E176,post,7.5243
sub-01,E177,pre,8.3473
sub-01,E177,post,7.3706
sub-01,E178,pre,8.3
sub-01,E178,post,8.3474
sub-01,E179,pre,6.6118
sub-01,E179,post,6.1814
sub-01,E180,pre,8.6945
sub-01,E180,post,8.7337
sub-01,E181,pre,7.3685
sub-01,E181,post,6.8418
sub-01,E182,pre,7.7267
sub-01,E182,post,7.835
sub-01,E183,pre,8.5739
sub-01,E183,post,8.4917
sub-01,E184,pre,8.516
sub-01,E184,post,6.9705
sub-01,E185,pre,7.5328
sub-01,E185,post,6.695
sub-01,E186,pre,8.2413
sub-01,E186,post,7.2212
sub-01,E187,pre,6.8836
sub-01,E187,post,7.0986
sub-01,E188,pre,8.1588
sub-01,E188,post,6.7467
sub-01,E189,pre,7.6562
sub-01,E189,post,7.0114
sub-01,E190,pre,6.9495
sub-01,E190,post,6.5357
sub-01,E191,pre,7.2278
sub-01,E191,post,7.1278
sub-01,E192,pre,6.8489
sub-01,E192,post,7.7657
sub-01,E193,pre,6.4943
sub-01,E193,post,8.0453
sub-01,E194,pre,7.5585
sub-01,E194,post,7.4737
sub-01,E195,pre,7.9407
sub-01,E195,post,7.7341
sub-01,E196,pre,6.7035
sub-01,E196,post,7.4155
sub-01,E197,pre,8.1013
sub-01,E197,post,7.5683
sub-01,E198,pre,7.0308
sub-01,E198,post,6.8297
sub-01,E199,pre,7.2073
sub-01,E199,post,8.1218
sub-01,E200,pre,6.6034
sub-01,E200,post,7.1674
sub-01,E201,pre,8.3602
sub-01,E201,post,7.7004
sub-01,E202,pre,7.9916
sub-01,E202,post,7.8185
sub-01,E203,pre,7.9087
sub-01,E203,post,7.8549
sub-01,E204,pre,6.954
sub-01,E204,post,7.066
sub-01,E205,pre,6.7994
sub-01,E205,post,6.4978
sub-01,E206,pre,6.8161
sub-01,E206,post,7.7359
sub-01,E207,pre,7.3266
sub-01,E207,post,7.6157
sub-01,E208,pre,6.561
sub-01,E208,post,7.4207
sub-01,E209,pre,8.2175
sub-01,E209,post,7.5138
sub-01,E210,pre,8.403
sub-01,E210,post,8.4269
sub-01,E211,pre,7.9679
sub-01,E211,post,6.4966
sub-01,E212,pre,7.733
sub-01,E212,post,7.4465
sub-01,E213,pre,7.6636
sub-01,E213,post,7.693
sub-01,E214,pre,7.2648
sub-01,E214,post,7.8302
sub-01,E215,pre,7.8001
sub-01,E215,post,8.1462
sub-01,E216,pre,7.5151
sub-01,E216,post,8.3349
sub-01,E217,pre,7.2009
sub-01,E217,post,7.353
sub-01,E218,pre,6.3513
sub-01,E218,post,8.4095
sub-01,E219,pre,6.5311
sub-01,E219,post,7.9232
sub-01,E220,pre,6.9158
sub-01,E220,post,8.2267
sub-01,E221,pre,6.8459
sub-01,E221,post,6.4062
sub-01,E222,pre,8.4336
sub-01,E222,post,7.7197
sub-01,E223,pre,7.3053
sub-01,E223,post,7.8769
sub-01,E224,pre,7.2894
sub-01,E224,post,6.9166
sub-01,E225,pre,8.1169
sub-01,E225,post,6.3092
sub-01,E226,pre,6.8638
sub-01,E226,post,8.1016
sub-01,E227,pre,7.4628
sub-01,E227,post,7.4339
sub-01,E228,pre,7.6781
sub-01,E228,post,6.2248
sub-01,E229,pre,7.1711
sub-01,E229,post,8.0989
sub-01,E230,pre,8.2464
sub-01,E230,post,7.2488
sub-01,E231,pre,7.05
sub-01,E231,post,8.183
sub-01,E232,pre,6.9695
sub-01,E232,post,7.8616
sub-01,E233,pre,7.1287
sub-01,E233,post,6.6267
sub-01,E234,pre,7.1171
sub-01,E234,post,7.1572
sub-01,E235,pre,7.4528
sub-01,E235,post,7.4317
sub-01,E236,pre,7.0526
sub-01,E236,post,7.9828
sub-01,E237,pre,6.6598
sub-01,E237,post,8.0423
sub-01,E238,pre,6.8555
sub-01,E238,post,7.9363
sub-01,E239,pre,7.6912
sub-01,E239,post,6.8707
sub-01,E240,pre,6.6482
sub-01,E240,post,7.3411
sub-01,E241,pre,8.327
sub-01,E241,post,6.6391
sub-01,E242,pre,7.4773
sub-01,E242,post,6.6933
sub-01,E243,pre,6.7519
sub-01,E243,post,7.5971
sub-01,E244,pre,8.1858
sub-01,E244,post,6.6773
sub-01,E245,pre,6.4667
sub-01,E245,post,6.7278
sub-01,E246,pre,7.6753
sub-01,E246,post,7.4717
sub-01,E247,pre,7.4439
sub-01,E247,post,8.1274
sub-01,E248,pre,6.8244
sub-01,E248,post,7.219
sub-01,E249,pre,7.8034
sub-01,E249,post,8.2205
sub-01,E250,pre,8.2174
sub-01,E250,post,7.1047
sub-01,E251,pre,8.0145
sub-01,E251,post,7.3462
sub-01,E252,pre,7.1618
sub-01,E252,post,7.4911
sub-01,E253,pre,7.1413
sub-01,E253,post,7.8036
sub-01,E254,pre,7.7989
sub-01,E254,post,7.5846
sub-01,E255,pre,7.0488
sub-01,E255,post,7.422
sub-01,E256,pre,6.6843
sub-01,E256,post,6.9594
sub-02,FidNz,pre,6.7987
sub-02,FidNz,post,7.1129
sub-02,FidT9,pre,7.6541
sub-02,FidT9,post,6.3574
sub-02,FidT10,pre,7.55
sub-02,FidT10,post,6.6639
sub-02,E1,pre,7.9686
sub-02,E1,post,8.0881
sub-02,E2,pre,7.7509
sub-02,E2,post,6.85
sub-02,E3,pre,7.668
sub-02,E3,post,7.8627
sub-02,E4,pre,8.1105
sub-02,E4,post,8.3322
sub-02,E5,pre,7.8731
sub-02,E5,post,7.0064
sub-02,E6,pre,7.3986
sub-02,E6,post,7.4453
sub-02,E7,pre,6.7611
sub-02,E7,post,7.6254
sub-02,E8,pre,8.3372
sub-02,E8,post,7.9592
sub-02,E9,pre,7.0911
sub-02,E9,post,7.7654
sub-02,E10,pre,7.2582
sub-02,E10,post,8.1824
sub-02,E11,pre,8.3504
sub-02,E11,post,7.4153
sub-02,E12,pre,8.4402
sub-02,E12,post,7.8479
sub-02,E13,pre,7.7245
sub-02,E13,post,7.1028
sub-02,E14,pre,6.7161
sub-02,E14,post,8.0371
sub-02,E15,pre,7.7113
sub-02,E15,post,6.9581
sub-02,E16,pre,7.0414
sub-02,E16,post,6.839
sub-02,E17,pre,6.9587
sub-02,E17,post,7.1408
sub-02,E18,pre,7.2621
sub-02,E18,post,7.3751
sub-02,E19,pre,8.3507
sub-02,E19,post,7.8613
sub-02,E20,pre,7.8492
sub-02,E20,post,7.7616
sub-02,E21,pre,7.7021
sub-02,E21,post,8.057
sub-02,E22,pre,8.3134
sub-02,E22,post,7.3555
sub-02,E23,pre,8.0522
sub-02,E23,post,7.2077
sub-02,E24,pre,7.1431
sub-02,E24,post,7.9271
sub-02,E25,pre,6.4717
sub-02,E25,post,8.3241
sub-02,E26,pre,7.5665
sub-02,E26,post,7.7147
sub-02,E27,pre,8.1541
sub-02,E27,post,7.8641
sub-02,E28,pre,7.9508
sub-02,E28,post,6.8086
sub-02,E29,pre,8.2567
sub-02,E29,post,8.1641
sub-02,E30,pre,7.5089
sub-02,E30,post,7.5988
sub-02,E31,pre,7.5924
sub-02,E31,post,7.1219
sub-02,E32,pre,6.6148
sub-02,E32,post,8.2707
sub-02,E33,pre,7.8859
sub-02,E33,post,7.1902
sub-02,E34,pre,7.0706
sub-02,E34,post,8.4535
sub-02,E35,pre,8.4552
sub-02,E35,post,8.2568
sub-02,E36,pre,6.8078
sub-02,E36,post,6.7337
sub-02,E37,pre,6.7421
sub-02,E37,post,6.2945
sub-02,E38,pre,7.3393
sub-02,E38,post,7.5168
sub-02,E39,pre,6.6412
sub-02,E39,post,7.3986
sub-02,E40,pre,7.9394
sub-02,E40,post,6.5925
sub-02,E41,pre,6.8386
sub-02,E41,post,7.2668
sub-02,E42,pre,7.0341
sub-02,E42,post,7.4008
sub-02,E43,pre,7.2157
sub-02,E43,post,8.2739
sub-02,E44,pre,7.4725
sub-02,E44,post,6.6078
sub-02,E45,pre,7.4171
sub-02,E45,post,6.5988
sub-02,E46,pre,7.6029
sub-02,E46,post,7.9409
sub-02,E47,pre,8.1054
sub-02,E47,post,7.8047
sub-02,E48,pre,7.7606
sub-02,E48,post,7.5498
sub-02,E49,pre,7.0572
sub-02,E49,post,8.1788
sub-02,E50,pre,8.3468
sub-02,E50,post,7.1766
sub-02,E51,pre,6.6006
sub-02,E51,post,7.432
sub-02,E52,pre,6.6136
sub-02,E52,post,6.7929
sub-02,E53,pre,7.9941
sub-02,E53,post,7.4272
sub-02,E54,pre,8.2248
sub-02,E54,post,6.4168
sub-02,E55,pre,6.7857
sub-02,E55,post,7.8498
sub-02,E56,pre,8.2056
sub-02,E56,post,7.3581
sub-02,E57,pre,6.7215
sub-02,E57,post,7.6144
sub-02,E58,pre,6.6192
sub-02,E58,post,6.8357
sub-02,E59,pre,7.4847
sub-02,E59,post,6.8477
sub-02,E60,pre,6.7988
sub-02,E60,post,7.8135
sub-02,E61,pre,8.2032
sub-02,E61,post,7.0078
sub-02,E62,pre,8.2667
sub-02,E62,post,8.3874
sub-02,E63,pre,8.4072
sub-02,E63,post,6.6658
sub-02,E64,pre,8.411
sub-02,E64,post,6.8444
sub-02,E65,pre,6.6205
sub-02,E65,post,6.893
sub-02,E66,pre,7.5726
sub-02,E66,post,7.3039
sub-02,E67,pre,7.6343
sub-02,E67,post,8.0401
sub-02,E68,pre,8.2744
sub-02,E68,post,7.4912
sub-02,E69,pre,7.9549
sub-02,E69,post,7.2338
sub-02,E70,pre,7.5988
sub-02,E70,post,8.2749
sub-02,E71,pre,6.4002
sub-02,E71,post,6.7985
sub-02,E72,pre,6.7034
sub-02,E72,post,7.1289
sub-02,E73,pre,8.6078
sub-02,E73,post,7.6646
sub-02,E74,pre,8.3303
sub-02,E74,post,7.8969
sub-02,E75,pre,6.1838
sub-02,E75,post,8.1298
sub-02,E76,pre,7.2837
sub-02,E76,post,6.7783
sub-02,E77,pre,7.8548
sub-02,E77,post,7.2594
sub-02,E78,pre,7.9369
sub-02,E78,post,7.7902
sub-02,E79,pre,6.6045
sub-02,E79,post,8.1533
sub-02,E80,pre,7.3188
sub-02,E80,post,7.4381
sub-02,E81,pre,6.8914
sub-02,E81,post,7.4416
sub-02,E82,pre,8.0461
sub-02,E82,post,8.6902
sub-02,E83,pre,7.2712
sub-02,E83,post,6.957
sub-02,E84,pre,7.1014
sub-02,E84,post,8.3687
sub-02,E85,pre,7.9012
sub-02,E85,post,8.1051
sub-02,E86,pre,7.3843
sub-02,E86,post,6.5921
sub-02,E87,pre,7.824
sub-02,E87,post,7.695
sub-02,E88,pre,6.7035
sub-02,E88,post,7.9186
sub-02,E89,pre,7.9272
sub-02,E89,post,8.395
sub-02,E90,pre,7.3444
sub-02,E90,post,7.3939
sub-02,E91,pre,7.0983
sub-02,E91,post,8.33
sub-02,E92,pre,7.8035
sub-02,E92,post,8.2707
sub-02,E93,pre,6.8148
sub-02,E93,post,6.9309
sub-02,E94,pre,7.0887
sub-02,E94,post,6.7333
sub-02,E95,pre,6.9386
sub-02,E95,post,7.9913
sub-02,E96,pre,7.7738
sub-02,E96,post,7.8717
sub-02,E97,pre,6.5174
sub-02,E97,post,7.8287
sub-02,E98,pre,7.7233
sub-02,E98,post,7.5763
sub-02,E99,pre,6.4491
sub-02,E99,post,6.7701
sub-02,E100,pre,6.2958
sub-02,E100,post,6.9291
sub-02,E101,pre,8.4582
sub-02,E101,post,7.6603
sub-02,E102,pre,6.9945
sub-02,E102,post,7.6438
sub-02,E103,pre,6.9645
sub-02,E103,post,7.1401
sub-02,E104,pre,7.0729
sub-02,E104,post,8.0032
sub-02,E105,pre,7.8394
sub-02,E105,post,8.4344
sub-02,E106,pre,7.2492
sub-02,E106,post,6.9665
sub-02,E107,pre,8.3322
sub-02,E107,post,8.5519
sub-02,E108,pre,7.0933
sub-02,E108,post,7.6943
sub-02,E109,pre,7.0507
sub-02,E109,post,7.3523
sub-02,E110,pre,7.516
sub-02,E110,post,7.9797
sub-02,E111,pre,7.1573
sub-02,E111,post,7.4426
sub-02,E112,pre,7.8845
sub-02,E112,post,6.9444
sub-02,E113,pre,7.176
sub-02,E113,post,7.5578
sub-02,E114,pre,7.2034
sub-02,E114,post,8.428
sub-02,E115,pre,6.6686
sub-02,E115,post,7.2785
sub-02,E116,pre,8.7898
sub-02,E116,post,8.1627
sub-02,E117,pre,6.8821
sub-02,E117,post,6.6857
sub-02,E118,pre,6.5118
sub-02,E118,post,6.6531
sub-02,E119,pre,7.11
sub-02,E119,post,8.5606
sub-02,E120,pre,7.4353
sub-02,E120,post,7.3271
sub-02,E121,pre,6.8439
sub-02,E121,post,6.9758
sub-02,E122,pre,7.6311
sub-02,E122,post,7.258
sub-02,E123,pre,7.1977
sub-02,E123,post,8.7171
sub-02,E124,pre,7.5748
sub-02,E124,post,7.8307
sub-02,E125,pre,6.4871
sub-02,E125,post,6.5103
sub-02,E126,pre,6.7778
sub-02,E126,post,6.6274
sub-02,E127,pre,7.292
sub-02,E127,post,7.7631
sub-02,E128,pre,7.1169
sub-02,E128,post,8.0636
sub-02,E129,pre,8.3541
sub-02,E129,post,7.174
sub-02,E130,pre,6.8276
sub-02,E130,post,7.9832
sub-02,E131,pre,8.2109
sub-02,E131,post,6.3804
sub-02,E132,pre,7.6964
sub-02,E132,post,7.2408
sub-02,E133,pre,8.0987
sub-02,E133,post,7.114
sub-02,E134,pre,8.1035
sub-02,E134,post,7.0265
sub-02,E135,pre,7.2883
sub-02,E135,post,7.2719
sub-02,E136,pre,8.0939
sub-02,E136,post,6.8934
sub-02,E137,pre,7.7666
sub-02,E137,post,7.6899
sub-02,E138,pre,6.9355
sub-02,E138,post,6.9472
sub-02,E139,pre,7.4066
sub-02,E139,post,7.249
sub-02,E140,pre,7.613
sub-02,E140,post,6.519
sub-02,E141,pre,7.5845
sub-02,E141,post,7.6931
sub-02,E142,pre,7.8806
sub-02,E142,post,8.1121
sub-02,E143,pre,7.8692
sub-02,E143,post,7.2977
sub-02,E144,pre,7.8837
sub-02,E144,post,7.1544
sub-02,E145,pre,7.1887
sub-02,E145,post,6.446
sub-02,E146,pre,6.5341
sub-02,E146,post,6.7889
sub-02,E147,pre,7.2503
sub-02,E147,post,7.2962
sub-02,E148,pre,7.9007
sub-02,E148,post,7.4888
sub-02,E149,pre,6.855
sub-02,E149,post,6.4829
sub-02,E150,pre,7.8707
sub-02,E150,post,6.9457
sub-02,E151,pre,7.1459
sub-02,E151,post,7.0787
sub-02,E152,pre,6.403
sub-02,E152,post,6.8675
sub-02,E153,pre,7.5011
sub-02,E153,post,7.1669
sub-02,E154,pre,8.0088
sub-02,E154,post,7.9337
sub-02,E155,pre,7.7866
sub-02,E155,post,7.2431
sub-02,E156,pre,7.4566
sub-02,E156,post,6.9778
sub-02,E157,pre,6.9959
sub-02,E157,post,7.2792
sub-02,E158,pre,6.3743
sub-02,E158,post,8.4394
sub-02,E159,pre,7.9875
sub-02,E159,post,6.8511
sub-02,E160,pre,7.4233
sub-02,E160,post,8.0825
sub-02,E161,pre,7.3139
sub-02,E161,post,6.6749
sub-02,E162,pre,7.8298
sub-02,E162,post,7.1569
sub-02,E163,pre,8.6815
sub-02,E163,post,6.9936
sub-02,E164,pre,6.8936
sub-02,E164,post,7.9449
sub-02,E165,pre,8.1703
sub-02,E165,post,6.9965
sub-02,E166,pre,7.771
sub-02,E166,post,7.3858
sub-02,E167,pre,7.9889
sub-02,E167,post,7.135
sub-02,E168,pre,7.3002
sub-02,E168,post,6.9776
sub-02,E169,pre,7.037
sub-02,E169,post,7.1893
sub-02,E170,pre,6.5846
sub-02,E170,post,6.5311
sub-02,E171,pre,8.23
sub-02,E171,post,8.0412
sub-02,E172,pre,7.3175
sub-02,E172,post,6.6783
sub-02,E173,pre,8.6397
sub-02,E173,post,7.5324
sub-02,E174,pre,7.6734
sub-02,E174,post,7.7692
sub-02,E175,pre,8.5297
sub-02,E175,post,7.219
sub-02,E176,pre,7.5053
sub-02,E176,post,6.6386
sub-02,E177,pre,7.4169
sub-02,E177,post,7.1818
sub-02,E178,pre,6.806
sub-02,E178,post,8.467
sub-02,E179,pre,6.5538
sub-02,E179,post,6.3952
sub-02,E180,pre,7.6639
sub-02,E180,post,7.2366
sub-02,E181,pre,7.7386
sub-02,E181,post,6.4096
sub-02,E182,pre,7.7781
sub-02,E182,post,7.7226
sub-02,E183,pre,7.3933
sub-02,E183,post,7.4648
sub-02,E184,pre,7.3549
sub-02,E184,post,7.0054
sub-02,E185,pre,6.8125
sub-02,E185,post,8.1416
sub-02,E186,pre,8.0167
sub-02,E186,post,7.9683
sub-02,E187,pre,7.1348
sub-02,E187,post,6.8461
sub-02,E188,pre,6.4625
sub-02,E188,post,6.8826
sub-02,E189,pre,6.4832
sub-02,E189,post,7.5565
sub-02,E190,pre,7.5579
sub-02,E190,post,8.0865
sub-02,E191,pre,7.9803
sub-02,E191,post,7.8713
